,essay_id,essay_set,essay,final_score,clean_essay,char_count,word_count,sent_count,avg_word_len,spell_err_count
54,55,1,"ARE YOU Computers are great, they're great because of these reasons. Kids can do homework on computers, also you could video chat with friends and family finally because you could look up just about anything you want on the computer. Computers are great because kids can do there homework on the computer, thats good because if they forgot there book in school or something like that then they could just get the answers of the computer. Its also good for business men because they count on computers for all there files. Computer are also great because you can video chat with friends and family. Video chatins is awesome because if a friend or relative goes out of town they could just brings there labtop of webcam and then you can talk to them whenever. Video chatins is also good for company's if there buyer is in a different country they could just video chat all the information.Finally, computers are great because they are so resourceful. There are hundreds of websites where all you have to do is type in what you want to know and there will be thousands of links for you to search and get your answer. They ere also resourceful for pictures or maybe even powerpoint presentation! In conclusion, computers are great because, kids can get there homework done, also its good for video chat finally because the internet is very resourceful.",6,ARE YOU Computers great  re great reasons  Kids homework computers  also could video chat friends family finally could look anything want computer  Computers great kids homework computer  thats good forgot book school something like could get answers computer  Its also good business men count computers files  Computer also great video chat friends family  Video chatins awesome friend relative goes town could brings labtop webcam talk whenever  Video chatins also good company s buyer different country could video chat informationFinally  computers great resourceful  There hundreds websites type want know thousands links search get answer  They ere also resourceful pictures maybe even powerpoint presentation  In conclusion  computers great  kids get homework done  also good video chat finally internet resourceful ,1094,238,10,4.5966386554621845,212
55,56,1,"Over the past decade, the percentage of people using computers has increased by approximately All of a sudden the world and its people have become dependent on information that computers provide. The variety of data bases and resources the increased communication and the skills computers allow you to portray and prove that they are essential for this generation. Communication over computers benefit now society can interact between one another. Personally I have been able to talk and see my family who live overseas through the advanced technology on computers. Different communication programs include and e-mail, the most commonly used cite. Without having access to a computer and its contents residents have a difficult time embarking themselves within the rest of society. For school events, sport schedules, and keeping in touch with far away family and friends. Computers allow all of these essentials to be part of society, and the way this generation has decided to start our lives. Paretns and teenagers these days have become very lazy in comparison to the way they used to behave. They are nit interested in going to the library in order to research information on people, places, and family heritage. Computers have been a huge convenience in a persons life by allowing all the information that was once in books to be contained throughout the internet. For example if you are doing a project for school. the internet will provide you with any information you need. It is truely astonishing how much one electronic instrument can impact and influence a life. Being a student, I am commonly curious about what references teachers are making and additional information that is not provided. The internet allows any person in possesion of a computer to research what they have wondered about and to give a response on the subject almost immediately the benefits of computers can practically cover the few negative effects as it is a way to let a person discover various information on any desired subject. Besides searching for information, computers can be used to document data of your own. Microsoft has invented several applications of which allow you to graph information design presentations, and neatly record drafts of writing. No person is flawless and is incapable of mistakes. Microsoft helps take your exentuated imperfections and hide them by doing things as little as making a neater copy of your essay, or putting your lists of data into graph form to make it more eye-friendly to viewers. Society has become reliant to sources scattered throughout the date bases on computers and by directly looking at the negative effects that a computer can have on aperson and therefore putting restrictions on this information source will enable society to have to positive donations that computers these days have on our way of life.",8,Over past decade  percentage people using computers increased approximately All sudden world people become dependent information computers provide  The variety data bases resources increased communication skills computers allow portray prove essential generation  Communication computers benefit society interact one another  Personally I able talk see family live overseas advanced technology computers  Different communication programs include email  commonly used cite  Without access computer contents residents difficult time embarking within rest society  For school events  sport schedules  keeping touch far away family friends  Computers allow essentials part society  way generation decided start lives  Paretns teenagers days become lazy comparison way used behave  They nit interested going library order research information people  places  family heritage  Computers huge convenience persons life allowing information books contained throughout internet  For example project school  internet provide information need  It truely astonishing much one electronic instrument impact influence life  Being student  I commonly curious references teachers making additional information provided  The internet allows person possesion computer research wondered give response subject almost immediately benefits computers practically cover negative effects way let person discover various information desired subject  Besides searching information  computers used document data  Microsoft invented several applications allow graph information design presentations  neatly record drafts writing  No person flawless incapable mistakes  Microsoft helps take exentuated imperfections hide things little making neater copy essay  putting lists data graph form make eyefriendly viewers  Society become reliant sources scattered throughout date bases computers directly looking negative effects computer aperson therefore putting restrictions information source enable society positive donations computers days way life ,2353,468,21,5.027777777777778,368
56,57,1,"in has become far more advanced. Computers are one of the most futiristic objects. The computer is good for connecting to people around the world. However, computers have bad effects on people's lives. Children are taking time out of their homework to go on the computer, citizens are gaining weight, and children are being kidnapped. School is very important and valuable if you want to suceed in life. However, computers have made it difficult for students to concentrat on their homework. This is a horrible habbit and a bad effect on students every where. Students grades will suffer and will not obtain class credits if this problem is not mentioned. Obesity is a huge problem in five out of every ten are either overweight or obese. This can lead to death. The problem is that people are spending hours on the computer each day. Most of that time can be used to exercise. Exercising can be an important benefit to someone's life. If this problem is not addressed millions of americans will be overweight, is a very serious and dangerous topic. Every month dozend of kids are kidnapped. Since the internet was invented there is a twenty percent increase rate of kids missing children will go on poppular networking websites such as and twitter and give out their important information. Pedophiles use the internet to trick children in to giving their address. This problem needs to stop and be addressed by the police. Everyday, more and more people use computers. Compuers have good and bad effects on peoples lives. The bad effects are very serious and dangerous. How would you feel if your child fails school, gains weight, or gets kidnapped because of the computer?",7,become far advanced  Computers one futiristic objects  The computer good connecting people around world  However  computers bad effects people s lives  Children taking time homework go computer  citizens gaining weight  children kidnapped  School important valuable want suceed life  However  computers made difficult students concentrat homework  This horrible habbit bad effect students every  Students grades suffer obtain class credits problem mentioned  Obesity huge problem five every ten either overweight obese  This lead death  The problem people spending hours computer day  Most time used exercise  Exercising important benefit someone s life  If problem addressed millions americans overweight  serious dangerous topic  Every month dozend kids kidnapped  Since internet invented twenty percent increase rate kids missing children go poppular networking websites twitter give important information  Pedophiles use internet trick children giving address  This problem needs stop addressed police  Everyday  people use computers  Compuers good bad effects peoples lives  The bad effects serious dangerous  How would feel child fails school  gains weight  gets kidnapped computer ,1357,287,23,4.7282229965156795,234
57,58,1,"Dear Newspaper, I'm writing to you about the debate that you are having asking if people should use computers. The article stated ""more and more people use computers, but not everyone agrees that this benefits society."" I think people should not use computers. Also technolgy needs to slow down, it's getting to advanced. My first reason why people need to stop spending time on computers is, you don't want to always say to your on your honeymoon ""we could to from our computer. And your life will go by fast and you want notice it, your all fat and old. Also of people who use computers are over weight because they don't exercis. Secondly the more technology there is, we are going to have less. In addition it feels better when you work and not just sit on your computer, getting a mounthly cheak. In conclusion you live a happier life when explore the. In of people who use computer commit suicide. Also if it was or to me I would the use of computers. Bead all the about computers and you will think but like me. I use to be a computer geek.",5,Dear Newspaper  I m writing debate asking people use computers  The article stated  people use computers  everyone agrees benefits society   I think people use computers  Also technolgy needs slow  s getting advanced  My first reason people need stop spending time computers  nt want always say honeymoon  could computer  And life go fast want notice  fat old  Also people use computers weight nt exercis  Secondly technology  going less  In addition feels better work sit computer  getting mounthly cheak  In conclusion live happier life explore  In people use computer commit suicide  Also I would use computers  Bead computers think like  I use computer geek ,826,198,14,4.171717171717172,162
58,59,1,"You find this hard to beleive, but many people think computers put a negative attitude on people. Now you be saying thats not true, that everyone has a computer, but the truth is they don't and they believe it puts negative attitude on people. People have many reasons for owning a computer and one is friends. Did you some people own computers because they want to stay in touch with friends from differnt states who live far away. For example, many people use or to connect with friends. I can make a connection because I have both a and that I use to stay in contact with family friends from all over. Some people, like myself, even have friends from different countries! I that many people want to learn about people from differnt countries and this is one way to do it right now I am learning some new things about the because I am friends with someone who lives in While on this wonderful adventure of learning you even get yourself into a vacation adventure. A recent test was taking stating that out of people like to travel but don't where. Some people say that people spend to much time on the computer but not enough enjoying nature.These people are wrong if one is on a computer and they are chating with someone from a differnt state or country then that person might persuade them to take a visit there. For example they would be able to go to the internet type in the place they want to visit and get photographs and information about the place. As a result, people would still get to enjoy nature. Sometimes using the computer could be educational. Many people disagree with that statement but its true. For example when on the computer many people in their senior year of high school use it to take online college courses to get their degree because going to a regular college affect their work scheduale. This could also help students in any grade learn more about the topic they are studing. It would also help them on their reports. For example they would be able to get pictures and other information anytime they wanted to. As a result, the students grades would increase. I hope many of you agree with my statement and help spread the word that computers could be positive on the mind. As a result for those who didn't agree with the statement that they are positive not negative I hope that you will redecide on your opion.",6,You find hard beleive  many people think computers put negative attitude people  Now saying thats true  everyone computer  truth nt believe puts negative attitude people  People many reasons owning computer one friends  Did people computers want stay touch friends differnt states live far away  For example  many people use connect friends  I make connection I I use stay contact family friends  Some people  like  even friends different countries  I many people want learn people differnt countries one way right I learning new things I friends someone lives While wonderful adventure learning even get vacation adventure  A recent test taking stating people like travel nt  Some people say people spend much time computer enough enjoying natureThese people wrong one computer chating someone differnt state country person might persuade take visit  For example would able go internet type place want visit get photographs information place  As result  people would still get enjoy nature  Sometimes using computer could educational  Many people disagree statement true  For example computer many people senior year high school use take online college courses get degree going regular college affect work scheduale  This could also help students grade learn topic studing  It would also help reports  For example would able get pictures information anytime wanted  As result  students grades would increase  I hope many agree statement help spread word computers could positive mind  As result nt agree statement positive negative I hope redecide opion ,1889,430,21,4.3930232558139535,334
59,60,1,"Dear I, agree that computers are benefits society. The computers have positive effect on people like hand-eye coordination. I helps you learn about other country religios, and other thing. You can communicate, meet other people, and chat tru computers. Another positive fact about computer is that you can find all the information you need and fast. In other words is that computer help a lot of people.",2,Dear I  agree computers benefits society  The computers positive effect people like handeye coordination  I helps learn country religios  thing  You communicate  meet people  chat tru computers  Another positive fact computer find information need fast  In words computer help lot people ,326,68,6,4.794117647058823,59
60,61,1,"Do you spend all or most of your freetime sitting at your computer? People are spending too much time on computers. Obesity is a growing problem in today's society, people need to interact with eachother, and we need to get some fresh air. Computer are ruining these things for people. Unplug yourself from your computer. More and more people are becoming obese. This is do to spending too much time sitting down in front of computers. There is absolutely no exercise involved with being on your computer. People need to get outside and go jogging, play games or ride their bikes. Cutting back on computer time would cut back on the obesity problem in our society. Top scientists and researchers say that it is extremely important for people to interact with others face to face. To our whole life, we will have to interact and socialize with others. If you don't develop these skills, you won't be happy where you end up. Talking to people over the computer is nowhere near close to talking to someone face to face. Get out and get some fresh air. Go experience nature. Bring out on the beach, hiking in the woods or even just sitting on the swing in your backyard can be the most. Fresh air clear your mind. Time says that kids who spend time outside receive better grades than they would if they were inside on the computer. People need to releave stress so go outside. Click turn off your computers and get out of your chair. Go get some exercise, go interact with friendsand family, or even just go outside and get some fresh air while relaxing. People are wasting too much time on their computers and it's flushing our society down the toilet, so just turn off your computer.",6,Do spend freetime sitting computer  People spending much time computers  Obesity growing problem today s society  people need interact eachother  need get fresh air  Computer ruining things people  Unplug computer  More people becoming obese  This spending much time sitting front computers  There absolutely exercise involved computer  People need get outside go jogging  play games ride bikes  Cutting back computer time would cut back obesity problem society  Top scientists researchers say extremely important people interact others face face  To whole life  interact socialize others  If nt develop skills  wo nt happy end  Talking people computer nowhere near close talking someone face face  Get get fresh air  Go experience nature  Bring beach  hiking woods even sitting swing backyard  Fresh air clear mind  Time says kids spend time outside receive better grades would inside computer  People need releave stress go outside  Click turn computers get chair  Go get exercise  go interact friendsand family  even go outside get fresh air relaxing  People wasting much time computers s flushing society toilet  turn computer ,1345,305,23,4.409836065573771,254
61,62,1,"I think it is okay for people to use computers because they get to learn new things and meet new people. I don't think it's a bad idea to use computers because some people who have jobs works on computers all day. each sometimes computers can be a distraction but computers can help you alot. I think using computers can help you learn new things and meet new people. Slick, slack, slick, thats the sound of people typing ont he computer and meeting new friends and having a good time. When you learn something new like a rat is as big as a house. You get excited and feel your the smartest person in the world. I dont think its a bad idea to use computers because some peole who have jobs work on computers all day. I think people who uses computers all day while the're at work dont have to be classy, topuler or trendy, they just working to help themselves and theior family. YEah sometimes computers can be a distraction but computers can help you alot. They can help you learn new things meet new friends and give you something to do when your bored. i remember the time when I was bored and I went on the computer to google who was and I found out she was a famous sinher, someone I didn't know but heard about. Chantrail a grade student says ""only people who want to learn something or meet new friends will use the computers. If you want to learn something new or meet new people then I suggest you stop eating those chips, get off that couch and use the computer.",6,I think okay people use computers get learn new things meet new people  I nt think s bad idea use computers people jobs works computers day  sometimes computers distraction computers help alot  I think using computers help learn new things meet new people  Slick  slack  slick  thats sound people typing ont computer meeting new friends good time  When learn something new like rat big house  You get excited feel smartest person world  I dont think bad idea use computers peole jobs work computers day  I think people uses computers day re work dont classy  topuler trendy  working help theior family  YEah sometimes computers distraction computers help alot  They help learn new things meet new friends give something bored  remember time I bored I went computer google I found famous sinher  someone I nt know heard  Chantrail grade student says  people want learn something meet new friends use computers  If want learn something new meet new people I suggest stop eating chips  get couch use computer ,1168,283,14,4.127208480565371,224
62,63,1,"Dear local newspaper, I think that computers have a good effect on people. They are good because you can learn things educational. You can hear the latest stories on everything, and you can keep your information down for yourself. Computers are a good thing to have because you can learn information. you have a question or don't know what something means, you can find out on the internet. These are some internet sources that are to answer questions. we didnt have computers, then you have a question, then you would have to go find a book to read in and that takes much more work. Another reason why computers are a good things is because you can catch up on all of the recent stories. You can learn about whats happenings in other parts of the world, you can learn things about celebrities, and you can look at the weather. You can find all this cut on television, but you never knows when it would come on. With computers, you can search all the latest stories and find things cut when you want to know them. With Computers, you can also keep information down. You could use and keep everything you need to know in a nice and fashion. You can also make graphs on the computer. This way your graphs will nice have alright time and you would to go information that in a there were no computers then your information would not be as and you can it. I believe that computers are a good thing to have because you can hear about the latest stories, and you can keep your own information neat. I believe computers positive effect in people.",6,Dear local newspaper  I think computers good effect people  They good learn things educational  You hear latest stories everything  keep information  Computers good thing learn information  question nt know something means  find internet  These internet sources answer questions  didnt computers  question  would go find book read takes much work  Another reason computers good things catch recent stories  You learn whats happenings parts world  learn things celebrities  look weather  You find cut television  never knows would come  With computers  search latest stories find things cut want know  With Computers  also keep information  You could use keep everything need know nice fashion  You also make graphs computer  This way graphs nice alright time would go information computers information would  I believe computers good thing hear latest stories  keep information neat  I believe computers positive effect people ,1227,284,17,4.320422535211268,233
63,64,1,Dear news paper I think computers good for you because you can use the internet and myspace and videos and some school work like math and essays so yes I do think that computers are good for you because you can do all kind of things on computers. And computers can help you with school a lot and you can print out lots of things and why computers can help you is with your math writing spelling and most defyntly is science and ant also literature. The reason why I chose those things is because you can look those things up on. Computer and get the answer to math and spelling right like read helps you write and spell thats one at the reasons why I like computers because I can get on read and I love doing read a lot and I like the read class also because the computers sometimes I like reading on the computers but not all the time but I have to read that's how I'll first learn how to read by forsing my self forward to read. That's how I'll first learned how to read by computers and putting forse to my self. That's why computers is more important to me and look words up.,5,Dear news paper I think computers good use internet myspace videos school work like math essays yes I think computers good kind things computers  And computers help school lot print lots things computers help math writing spelling defyntly science ant also literature  The reason I chose things look things  Computer get answer math spelling right like read helps write spell thats one reasons I like computers I get read I love read lot I like read class also computers sometimes I like reading computers time I read s I ll first learn read forsing self forward read  That s I ll first learned read computers putting forse self  That s computers important look words ,858,216,6,3.9722222222222223,175
64,65,1,"Dear Newspaper, People are spending way too much time on the computer and it is not right. They should be excercising, and interacting with friends and family. Having a computer also distracts them from schoolwork. Computers normally have effects like this on the people that use them. Instead of sitting at the computer all people should be out getting exercise. The is one of the coubtries with the most overweight people. Many teenagers are inside all at the computer waiting for their friends screename to pop up so they can talk to them. They don't need to be completely gone, but while they're waiting for their friend they could be exercising. All they need to do is put on some fun music and start dancing around, that will get them the excercise they need for the They also could do ten pushups and twenty curlups, or even more if they wanted to. Instead of sitting at the computer all exercise. Having a computer effects the owner because they don't have a lot of face-to-face converstions with friends and family. You can call your friend up and have them come over your house instead. If they can be at home on the computer for hours then they probably can hang out in real life. Instead of videochatting with your cousins in another state, lan for them to come visit you guys one That way you can actually talk to them and see what they're doing to. You could also play board games, hide and seek, etc. It is much more fun to be with someone in real life, then to talk with them online. The last but deffidently not least effect that computers have on peoples lives is it distracts them from school. Once you start talking with one of your friends, it's pretty hard to stop. Many people don't know how to stop so they don't do the homework they were supposed to do, or they didn't study for the big test the therefore they end up failing it. Some kids will do homework and a on the computer at the same time, the homework is probably wrong because they weren't concentrating on it hard enough. Having a computer effects your life in many different ways, some positive and some negative. Some ways are it ""stops"" you from exercising, it doesn't let you have face-to-face interaction with friends and family and it distracts many kids from school.",7,Dear Newspaper  People spending way much time computer right  They excercising  interacting friends family  Having computer also distracts schoolwork  Computers normally effects like people use  Instead sitting computer people getting exercise  The one coubtries overweight people  Many teenagers inside computer waiting friends screename pop talk  They nt need completely gone  re waiting friend could exercising  All need put fun music start dancing around  get excercise need They also could ten pushups twenty curlups  even wanted  Instead sitting computer exercise  Having computer effects owner nt lot facetoface converstions friends family  You call friend come house instead  If home computer hours probably hang real life  Instead videochatting cousins another state  lan come visit guys one That way actually talk see re  You could also play board games  hide seek  etc  It much fun someone real life  talk online  The last deffidently least effect computers peoples lives distracts school  Once start talking one friends  s pretty hard stop  Many people nt know stop nt homework supposed  nt study big test therefore end failing  Some kids homework computer time  homework probably wrong nt concentrating hard enough  Having computer effects life many different ways  positive negative  Some ways  stops  exercising  nt let facetoface interaction friends family distracts many kids school ,1800,421,22,4.275534441805226,330
65,66,1,"Wouldnt it be great to use computers in everyday life? In this country we can. You can use it to talk to people you never thought you would see again. Looking at places far away is always an option. You can even simply use it to help with homework essays. Locating and researching, even going to different countries, even different continents is possible to do on the computer. You can buy plan tickets. reserve rooms, even reserve tables at resturants in different countries by just a few clicks. Another thing is, you can research countries, towns, and cities with google instead of having to go out and get books. Reading about and talking to people from different countries is always an option. Being able to talk. and read about people and go to countries just by a clicking a button is pretty amazing. Computers also allow us to talk and communicate to people when there is no other way. The computers give people the ability to talk and see people they they the would never communicate with anymore. An example of this is my father hadn't see his father since he was two, but he started communicating with him and we were able to see him and chat with him through web chat. So these web chatting websites; ooVoo, facebook, myspce, skype, etc, is allowing people to reconnect. This advantage is allowing friendships and relationships to continue, is that really bad? Computers can help people with their homework and essays. For instint, they can type and print their essays instead of having to write it on paper. This helps because first it makes their, it also can be changed quicker and easier. They also can get information about what they are studying quickly and more efficiently. Instead of searching for a word in a big dictionary they can use an online dictionary and just have to type in the word. Online dictionary also have prounociation help and different langages. This helps so much so they can get their work done and exercise, enjoy nature, or interact with family and friends. I hope you will take my opinion seriously and think about it is using computers for daily needs really that bad?",7,Wouldnt great use computers everyday life  In country  You use talk people never thought would see  Looking places far away always option  You even simply use help homework essays  Locating researching  even going different countries  even different continents possible computer  You buy plan tickets  reserve rooms  even reserve tables resturants different countries clicks  Another thing  research countries  towns  cities google instead go get books  Reading talking people different countries always option  Being able talk  read people go countries clicking button pretty amazing  Computers also allow us talk communicate people way  The computers give people ability talk see people would never communicate anymore  An example father nt see father since two  started communicating able see chat web chat  So web chatting websites  ooVoo  facebook  myspce  skype  etc  allowing people reconnect  This advantage allowing friendships relationships continue  really bad  Computers help people homework essays  For instint  type print essays instead write paper  This helps first makes  also changed quicker easier  They also get information studying quickly efficiently  Instead searching word big dictionary use online dictionary type word  Online dictionary also prounociation help different langages  This helps much get work done exercise  enjoy nature  interact family friends  I hope take opinion seriously think using computers daily needs really bad ,1700,372,25,4.56989247311828,294
66,67,1,"Do you think computers effect people's society? Computers help people of age first, computers let you chat with friends and family. Also, computers let you learn a lot about history. Finally, computer is a great way to keep busy. First computer is a great way to chat with friend that you havent spoke to in a long time. Also, it helps you meet new friends and to keep in touch with them in the long run. Finally the computer technologies is outstanding cause it allows you to chat with family memebers across state through video chat or even websites such as myspace, facebook and twitter. Secondly, is a great way to learn about history. You can find history on almost everything from the past to the present. You can learn history about famous people places and events. That why I think the computer technologie is so outstanding what you think will happen if we didnt have today? Finally, computer is a great way to keep busy because you take the time looking up information for school projects. Also, you can spent your spare time playing games that help you learn or even book flight ticket for vacation. Finally, the technologie is here for a reason so we should use it for anything like getting up with friends or jus going on to look up information on anything you need to find out. In conclusion, I just told you why computer technologie is good to have. First, it lets you friends and family. Also, computers let you learn a lot about history. Finally, computer is a great way to keep busy. Now I just told you why technologie is a good thing to have. I hope agree with my point of view.",6,Do think computers effect people s society  Computers help people age first  computers let chat friends family  Also  computers let learn lot history  Finally  computer great way keep busy  First computer great way chat friend havent spoke long time  Also  helps meet new friends keep touch long run  Finally computer technologies outstanding cause allows chat family memebers across state video chat even websites myspace  facebook twitter  Secondly  great way learn history  You find history almost everything past present  You learn history famous people places events  That I think computer technologie outstanding think happen didnt today  Finally  computer great way keep busy take time looking information school projects  Also  spent spare time playing games help learn even book flight ticket vacation  Finally  technologie reason use anything like getting friends jus going look information anything need find  In conclusion  I told computer technologie good  First  lets friends family  Also  computers let learn lot history  Finally  computer great way keep busy  Now I told technologie good thing  I hope agree point view ,1274,292,20,4.363013698630137,241
67,68,1,"Dear Local Newspaper I am writing to you about my opinion on the effects computers have on people. I believe that there can be both good and bad effects. Computers make things easier for people, but they are also too dependent on. Man-kind should use books for research also not just computers. Computers are very helpful for people. For example, if you really wanted to see a certain movie but you don't want to stand in line, people can go to movie tickets.com and purchase their tickets. Then, once you get to the movie theater, all that's left to do is walk over to the kiosk and redeem your tickets. Another example is that computers allow people to pay their taxes. There is special software that is able to be downloaded onto your computer. Once the software has been installed, it will usually lead you, step by step, through the process of paying your bills. It's much faster and much easier than paying ""manually"". These are some really good effects that computers have on people. Computers also have their flaws. Over time, computers have caused most people to be lazy. Some people have become too dependant on their computers. Business owners, or businessmen and women in general, are on their laplops or blackberries. Everywhere you look there is another adult on the internet or e-mail. Not only adult's do this though. Students are becoming more dependant on the internet. For every assignment practically, students use google or bing. Sometimes they use or wikipedia. Students should just take the time to use their extbooks. The student body would rather watch play video games, or text than do homework. This is understandds because homework can be boring but it all pays off in the end. Taking the extra minutes to use a textbook won't kill anyone. No one has died yet from using a book instead of google. Also, in using a textbook, you will understand how to do whatever you're doing. That isn't so bad, is it? Computers, as you can see, have both good and bad effects. It's easy to use the internet for homework but that doesn't really help you. Making purchases is fun though. It saves gas money and time. I hope you and the readers of this paper see my point of view.",7,Dear Local Newspaper I writing opinion effects computers people  I believe good bad effects  Computers make things easier people  also dependent  Mankind use books research also computers  Computers helpful people  For example  really wanted see certain movie nt want stand line  people go movie ticketscom purchase tickets  Then  get movie theater  s left walk kiosk redeem tickets  Another example computers allow people pay taxes  There special software able downloaded onto computer  Once software installed  usually lead  step step  process paying bills  It s much faster much easier paying  manually   These really good effects computers people  Computers also flaws  Over time  computers caused people lazy  Some people become dependant computers  Business owners  businessmen women general  laplops blackberries  Everywhere look another adult internet email  Not adult s though  Students becoming dependant internet  For every assignment practically  students use google bing  Sometimes use wikipedia  Students take time use extbooks  The student body would rather watch play video games  text homework  This understandds homework boring pays end  Taking extra minutes use textbook wo nt kill anyone  No one died yet using book instead google  Also  using textbook  understand whatever re  That nt bad   Computers  see  good bad effects  It s easy use internet homework nt really help  Making purchases fun though  It saves gas money time  I hope readers paper see point view ,1740,398,33,4.371859296482412,336
68,69,1,"Some people think it is a good idea and same do not. My opinion is that, I think that people spend a lot of time for good reasons. Here are three reasons why, grownups working, students learning how to type, and communicating with others. My first reason is that parents do a lot of work on computer. For example, they do taxes, paperwork, airline tickets, and the bank. And those are usually all done on the computer so it would be easier if people don't drive. My second reason is students need to learn how to type so they can email or even write on paper. It helps them build learning ability and also, so they can know how to sing the Computers are suppose to be fun for people of any age. My last reason is, communicating with others is a great skill to have so you can talk in person. Computers help because if you mess up of what your trying to say then you could just erase what your trying to say. And in person, you can't. Also you can make plans with one of your friend on something if they live really far or something like that. In my opinion. I think people should be able to go on the computers to do work, playgames, no sites, and many more other things to go on, only if you have a computer at home.",5,Some people think good idea  My opinion  I think people spend lot time good reasons  Here three reasons  grownups working  students learning type  communicating others  My first reason parents lot work computer  For example  taxes  paperwork  airline tickets  bank  And usually done computer would easier people nt drive  My second reason students need learn type email even write paper  It helps build learning ability also  know sing Computers suppose fun people age  My last reason  communicating others great skill talk person  Computers help mess trying say could erase trying say  And person  ca nt  Also make plans one friend something live really far something like  In opinion  I think people able go computers work  playgames  sites  many things go  computer home ,950,239,14,3.9748953974895396,197
69,70,1,"Dear life without computers. There would be no quick access to information, no way to socialize, and no way to keep your health records or other personal information safe. Without this technology where would we be? I believe that the world is benefiting from the advances in technology today. As a student, computers are a crucial element to allow me to get my work done. without the guidance from or other applications, woudn't be possible for me to reach my full potential a assignments. How could a student be so certain their grammar is perfect on their homework without asking a teacher? There is a way. It is called tools. However, the only way to access this is through a computer or tools allows you to check your spelling, grammar, and punctuation with just a click of your mouse. Computers are an essential learning tool for school system today. Not only are computers used to educate, but they are helpful in the real world. Many business rely on the work of Computers entirely. In facts, to a local business ""@LOCATION1,"" In our job, we continuously we work with. this wouldn't be possible without the effort of our typist on the computer. ""@CAPS6 business and companies around the nation are relying on the advances in technology, why change anything? We should continue to progress in this groth of business in say they would have to close dawn not for computers with so many business doing this, our economy would drop. This would not help. We all know computers and other technology are great sources of entertainments. What you not now, however, is that they supply a great amount of knowledge to the average person. For example, lets say you finished watching a special on the discovery channel about You want to know more, so you pull out your iPod touch. All you have to do is log on to the internet and search ""@CAPS11 of seconds, you would have your information. People not believe so, but it is true that you canlearn a great deal of information from various forms of technology. You can have all the resources you'll ever reed right at your fingertips. Computer supply so much more then just entertainment. All reasonable people would agree advances in technology are extremely helpul to the public. there is so much guidance for our daily lines through computers.",10,Dear life without computers  There would quick access information  way socialize  way keep health records personal information safe  Without technology would  I believe world benefiting advances technology today  As student  computers crucial element allow get work done  without guidance applications  woud nt possible reach full potential assignments  How could student certain grammar perfect homework without asking teacher  There way  It called tools  However  way access computer tools allows check spelling  grammar  punctuation click mouse  Computers essential learning tool school system today  Not computers used educate  helpful real world  Many business rely work Computers entirely  In facts  local business   LOCATION   In job  continuously work  would nt possible without effort typist computer    CAPS business companies around nation relying advances technology  change anything  We continue progress groth business say would close dawn computers many business  economy would drop  This would help  We know computers technology great sources entertainments  What  however  supply great amount knowledge average person  For example  lets say finished watching special discovery channel You want know  pull iPod touch  All log internet search   CAPS seconds  would information  People believe  true canlearn great deal information various forms technology  You resources ll ever reed right fingertips  Computer supply much entertainment  All reasonable people would agree advances technology extremely helpul public  much guidance daily lines computers ,1836,400,27,4.59,320
